suite,task_id,init_state_id,env_seed,policy_seed_root,global_task_id,correct_teacher_demo,other_teacher_demo,video_ordinal,main_correct_success,main_same_task_other_success,main_cross_suite_wrong_success,main_shuffled_success,main_reversed_success,ablation_correct_success,ablation_same_task_other_success,ablation_cross_suite_wrong_success,ablation_shuffled_success,ablation_reversed_success,shared_no_video_success
libero_spatial,1,14,7,7,1,18,35,14,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,15,7,7,1,31,48,15,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,16,7,7,1,33,0,16,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,17,7,7,1,9,26,17,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,18,7,7,1,6,23,18,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,19,7,7,1,7,24,19,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,20,7,7,1,27,44,20,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,21,7,7,1,20,37,21,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,22,7,7,1,38,5,22,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,23,7,7,1,46,13,23,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,24,7,7,1,17,34,24,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,25,7,7,1,41,8,25,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,26,7,7,1,0,17,26,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,27,7,7,1,30,47,27,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,28,7,7,1,22,39,28,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,29,7,7,1,12,29,29,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,30,7,7,1,47,14,30,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,31,7,7,1,45,12,31,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,32,7,7,1,32,49,32,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,33,7,7,1,43,10,33,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,34,7,7,1,3,20,34,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,35,7,7,1,11,28,35,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,36,7,7,1,48,15,36,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,37,7,7,1,28,45,37,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,38,7,7,1,35,2,38,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,39,7,7,1,29,46,39,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,40,7,7,1,15,32,40,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,41,7,7,1,5,22,41,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,42,7,7,1,26,43,42,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,43,7,7,1,19,36,43,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,44,7,7,1,23,40,44,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,45,7,7,1,10,27,45,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,46,7,7,1,16,33,46,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,47,7,7,1,25,42,47,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,48,7,7,1,49,16,48,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,1,49,7,7,1,13,30,49,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,3,0,7,7,3,2,19,0,1,1,0,0,0,1,1,0,0,0,0
libero_spatial,3,1,7,7,3,36,3,1,1,1,0,0,0,1,1,0,0,0,0
libero_spatial,3,2,7,7,3,43,10,2,1,1,0,1,0,1,1,0,1,0,0
libero_spatial,3,3,7,7,3,16,33,3,1,1,0,0,0,1,1,0,1,0,0
libero_spatial,3,4,7,7,3,7,24,4,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,3,5,7,7,3,8,25,5,0,1,0,1,0,0,1,0,0,0,0
libero_spatial,3,6,7,7,3,14,31,6,1,0,0,0,0,1,1,0,1,0,0
libero_spatial,3,7,7,7,3,38,5,7,1,1,0,0,0,1,1,0,1,0,0
libero_spatial,3,8,7,7,3,33,0,8,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,3,9,7,7,3,1,18,9,1,1,0,0,0,1,1,1,0,0,0
libero_spatial,3,10,7,7,3,21,38,10,1,1,0,1,0,1,1,0,1,0,0
libero_spatial,3,11,7,7,3,5,22,11,1,1,0,0,0,1,1,1,0,0,0
libero_spatial,3,12,7,7,3,49,16,12,1,1,0,0,0,1,1,1,0,0,0
libero_spatial,3,13,7,7,3,29,46,13,0,0,0,0,0,1,1,0,0,0,0
libero_spatial,3,14,7,7,3,24,41,14,1,1,0,1,0,0,1,0,0,0,0
libero_spatial,3,15,7,7,3,10,27,15,1,1,0,0,0,0,1,0,0,0,0
libero_spatial,3,16,7,7,3,44,11,16,0,0,0,0,0,1,0,0,1,0,0
libero_spatial,3,17,7,7,3,15,32,17,1,1,0,0,0,1,1,0,0,0,0
libero_spatial,3,18,7,7,3,19,36,18,1,1,0,0,0,0,0,0,0,0,0
libero_spatial,3,19,7,7,3,39,6,19,1,1,0,0,0,1,1,0,0,0,0
libero_spatial,3,20,7,7,3,6,23,20,0,0,0,0,0,1,1,0,1,0,0
libero_spatial,3,21,7,7,3,30,47,21,1,1,0,0,0,1,1,0,0,0,0
libero_spatial,3,22,7,7,3,28,45,22,0,0,0,0,0,1,1,1,0,0,0
libero_spatial,3,23,7,7,3,34,1,23,1,1,0,0,0,1,1,0,1,0,0
libero_spatial,3,24,7,7,3,3,20,24,1,1,0,0,0,1,1,0,0,0,0
libero_spatial,3,25,7,7,3,45,12,25,0,0,0,0,0,1,1,1,0,0,0
libero_spatial,3,26,7,7,3,32,49,26,1,1,0,0,0,1,1,1,0,0,0
libero_spatial,3,27,7,7,3,22,39,27,1,1,0,0,0,0,0,0,0,0,0
libero_spatial,3,28,7,7,3,20,37,28,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,3,29,7,7,3,23,40,29,1,1,0,0,0,1,1,1,0,0,0
libero_spatial,3,30,7,7,3,9,26,30,1,1,0,0,0,1,1,0,0,0,0
libero_spatial,3,31,7,7,3,0,17,31,0,0,0,0,0,0,1,1,0,0,0
libero_spatial,3,32,7,7,3,4,21,32,1,1,0,1,0,1,1,1,1,1,0
libero_spatial,3,33,7,7,3,47,14,33,0,0,0,0,0,1,1,1,0,0,0
libero_spatial,3,34,7,7,3,31,48,34,1,1,0,0,0,1,0,0,1,0,0
libero_spatial,3,35,7,7,3,27,44,35,1,0,0,0,0,1,0,0,0,0,0
libero_spatial,3,36,7,7,3,17,34,36,1,1,0,1,0,0,0,0,0,0,0
libero_spatial,3,37,7,7,3,41,8,37,1,1,0,0,0,1,1,1,1,0,0
libero_spatial,3,38,7,7,3,25,42,38,1,1,0,0,0,1,1,0,0,0,0
libero_spatial,3,39,7,7,3,35,2,39,1,1,0,0,0,1,1,0,0,0,0
libero_spatial,3,40,7,7,3,46,13,40,0,0,0,0,0,1,1,0,0,0,0
libero_spatial,3,41,7,7,3,40,7,41,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,3,42,7,7,3,42,9,42,1,1,0,0,0,1,1,1,1,0,0
libero_spatial,3,43,7,7,3,48,15,43,1,1,0,0,0,1,1,0,1,0,0
libero_spatial,3,44,7,7,3,26,43,44,1,0,0,0,0,0,0,0,0,0,0
libero_spatial,3,45,7,7,3,11,28,45,1,1,0,0,0,1,1,0,0,0,0
libero_spatial,3,46,7,7,3,18,35,46,0,0,0,0,0,0,0,0,0,0,0
libero_spatial,3,47,7,7,3,13,30,47,0,0,0,0,0,1,1,0,1,0,0
libero_spatial,3,48,7,7,3,12,29,48,1,0,0,0,0,1,1,1,1,0,0
libero_spatial,3,49,7,7,3,37,4,49,1,1,0,0,0,1,1,0,0,0,0
