step,global_step,lr_applied,lr_next,mean_flow_loss,mean_teaching_loss,mean_total_loss,writer_grad_norm,text_meta_grad_norm,vl_meta_grad_norm,meta_grad_norm,total_grad_norm,seconds,gradient_sync_seconds,optimizer_seconds,peak_allocated_gib,peak_reserved_gib,condition_exposures,task_exposures,supervised_queries,teaching_queries,total_queries,optimizer_updates,rank_peak_allocated_gib_max,rank_peak_reserved_gib_max
418,418,0.00029961613975178415,0.00029961429730555617,0.13553786126985434,0.07248274888843298,0.15969877756599868,0.25216707587242126,0.0004959755460731685,0.008117089048027992,0.0004226757155265659,0.25216707587242126,9.46720894984901,0.030809893272817135,0.006251545622944832,20.678006172180176,21.48828125,1672,1672,35112,11704,46816,418,20.678006172180176,21.48828125
419,419,0.00029961429730555617,0.00029961245045412484,0.139767979404756,0.08640974666923285,0.16857122829450027,0.21844540536403656,0.00017184519674628973,0.0036615950521081686,0.00012446302571333945,0.21844540536403656,10.509001415222883,0.0363663574680686,0.006238045170903206,20.678006172180176,21.490234375,1676,1676,35196,11732,46928,419,20.678006172180176,21.490234375
420,420,0.00029961245045412484,0.0002996105991975464,0.1286727472075394,0.07045243307948112,0.15215689156736645,0.18735644221305847,0.0002489320177119225,0.005891201552003622,0.0003424043534323573,0.18735644221305847,9.1290682842955,0.03168363217264414,0.0062791332602500916,20.678006172180176,21.490234375,1680,1680,35280,11760,47040,420,20.678006172180176,21.490234375
421,421,0.0002996105991975464,0.00029960874353587716,0.09865317538025833,0.06926357373595238,0.12174103329224245,0.22139477729797363,0.00015440175775438547,0.004594234749674797,0.00017170155479107052,0.22139477729797363,8.374823421239853,0.030770315788686275,0.006449989974498749,20.678006172180176,21.490234375,1684,1684,35364,11788,47152,421,20.678006172180176,21.490234375
422,422,0.00029960874353587716,0.00029960688346917374,0.10759058284262815,0.053070401307195425,0.1252807166116933,0.2015502154827118,0.00012156574666732922,0.005273640621453524,0.0002958941040560603,0.2015502154827118,6.942131017334759,0.03309386316686869,0.006152787245810032,20.678006172180176,21.490234375,1688,1688,35448,11816,47264,422,20.678006172180176,21.490234375
423,423,0.00029960688346917374,0.00029960501899749275,0.09607928778444016,0.042583624832332134,0.11027382939521754,0.18145421147346497,0.0002438651426928118,0.0068247634917497635,0.0001831532863434404,0.18145421147346497,10.026817443780601,0.03186986409127712,0.007339382544159889,20.678006172180176,21.490234375,1692,1692,35532,11844,47376,423,20.678006172180176,21.490234375
424,424,0.00029960501899749275,0.000299603150120891,0.11455805528731573,0.07143503334373236,0.13836973306855985,0.21000701189041138,0.00012253603199496865,0.003259974531829357,0.00013899181794840842,0.21000701189041138,7.009868307970464,0.03671080060303211,0.006798834539949894,20.678006172180176,21.490234375,1696,1696,35616,11872,47488,424,20.678006172180176,21.490234375
425,425,0.000299603150120891,0.0002996012768394254,0.09019755634168783,0.0814117300324142,0.1173347996858259,0.28860709071159363,0.00046743525308556855,0.00984926801174879,0.0003264066472183913,0.28860709071159363,15.967934405431151,0.03357439301908016,0.006931355223059654,20.678006172180176,21.490234375,1700,1700,35700,11900,47600,425,20.678006172180176,21.490234375
426,426,0.0002996012768394254,0.000299599399153153,0.11099980833629766,0.0727110740263015,0.1352368330117315,0.2076878547668457,0.00030004812288098037,0.006520913448184729,0.0003076998982578516,0.2076878547668457,7.002058321610093,0.030796985141932964,0.006348167546093464,20.678006172180176,21.490234375,1704,1704,35784,11928,47712,426,20.678006172180176,21.490234375
427,427,0.000299599399153153,0.0002995975170621311,0.11169344807664552,0.053629267029464245,0.12956987041980028,0.14201846718788147,0.00016391996177844703,0.00381261995062232,0.00014065309369470924,0.14201846718788147,10.455401064828038,0.03114856407046318,0.007418778724968433,20.678006172180176,21.490234375,1708,1708,35868,11956,47824,427,20.678006172180176,21.490234375
428,428,0.0002995975170621311,0.0002995956305664169,0.1028647937235378,0.07575867045670748,0.12811768387577363,0.17728789150714874,0.00019924476509913802,0.004724870435893536,0.00022513970907311887,0.17728789150714874,8.245794222690165,0.03081521112471819,0.006280926056206226,20.678006172180176,21.490234375,1712,1712,35952,11984,47936,428,20.678006172180176,21.490234375
429,429,0.0002995956305664169,0.0002995937396660679,0.14192562364041805,0.059275837149471045,0.16168423602357507,0.23422734439373016,0.00020869086438324302,0.007727093528956175,0.0006856900290586054,0.23422734439373016,12.006717866286635,0.0329082403331995,0.006994327530264854,20.678006172180176,21.490234375,1716,1716,36036,12012,48048,429,20.678006172180176,21.490234375
430,430,0.0002995937396660679,0.00029959184436114175,0.106578980528173,0.057345807552337646,0.12569424971228554,0.49428683519363403,0.00031086019589565694,0.01586776413023472,0.0011606235057115555,0.49428683519363403,10.002672883681953,0.030733099207282066,0.006404516287147999,20.678006172180176,21.490234375,1720,1720,36120,12040,48160,430,20.678006172180176,21.490234375
431,431,0.00029959184436114175,0.0002995899446516962,0.100836211150246,0.05355295538902283,0.11868719627992028,0.09925537556409836,0.00016281638818327338,0.0065761106088757515,0.00016126513946801424,0.09925538301467896,11.285452927462757,0.03100914414972067,0.006956287659704685,20.678006172180176,21.490234375,1724,1724,36204,12068,48272,431,20.678006172180176,21.490234375
432,432,0.0002995899446516962,0.00029958804053778894,0.09612451325215043,0.04012783570215106,0.10950045848620078,0.2491486817598343,0.0003743938868865371,0.00851871445775032,0.00012992577103432268,0.2491486817598343,6.940228252671659,0.03448705095797777,0.006800067611038685,20.678006172180176,21.490234375,1728,1728,36288,12096,48384,432,20.678006172180176,21.490234375
433,433,0.00029958804053778894,0.00029958613201947826,0.12612471756126198,0.07682192418724298,0.15173202562367633,0.28063324093818665,0.00033735253964550793,0.007919671013951302,0.00019943104416597635,0.28063324093818665,13.71115012280643,0.03325155470520258,0.006220498122274876,20.679755210876465,21.490234375,1732,1732,36372,12124,48496,433,20.679755210876465,21.490234375
434,434,0.00029958613201947826,0.00029958421909682205,0.10383476964419797,0.0529526574537158,0.12148565546210323,0.24167807400226593,0.00014410651056095958,0.00476704491302371,0.00023715007409919053,0.24167807400226593,10.465126814320683,0.031186174601316452,0.006740321405231953,20.679755210876465,21.490234375,1736,1736,36456,12152,48608,434,20.679755210876465,21.490234375
435,435,0.00029958421909682205,0.00029958230176987873,0.08550655495907578,0.042678010649979115,0.09973255850906881,0.14086417853832245,0.00012808333849534392,0.002030497882515192,7.22774857422337e-05,0.14086417853832245,7.134823045693338,0.030755002051591873,0.006325644440948963,20.679755210876465,21.490234375,1740,1740,36540,12180,48720,435,20.679755210876465,21.490234375
436,436,0.00029958230176987873,0.00029958038003870664,0.0781446515715548,0.03384251520037651,0.0894254899716803,0.1283445656299591,0.0002580952423159033,0.006015394348651171,0.00023781877825967968,0.1283445656299591,8.426792698912323,0.03158402070403099,0.006148065440356731,20.679755210876465,21.490234375,1744,1744,36624,12208,48832,436,20.679755210876465,21.490234375
437,437,0.00029958038003870664,0.00029957845390336433,0.14362259120458648,0.09128768462687731,0.17405181941354556,0.433612197637558,0.0006207276019267738,0.007524281274527311,0.00026108353631570935,0.433612197637558,9.708630956709385,0.030592715367674828,0.006236114539206028,20.679755210876465,21.490234375,1748,1748,36708,12236,48944,437,20.679755210876465,21.490234375
438,438,0.00029957845390336433,0.0002995765233639104,0.11060743162497168,0.059803348034620285,0.1305418809698451,0.2112024426460266,0.00021026657486800104,0.0034337686374783516,0.0001788603258319199,0.2112024426460266,8.766836625523865,0.030643999576568604,0.006233532913029194,20.679755210876465,21.490234375,1752,1752,36792,12264,49056,438,20.679755210876465,21.490234375
439,439,0.0002995765233639104,0.00029957458842040386,0.12188484404413472,0.038923291489481926,0.13485927454062868,0.1735440045595169,0.000500003166962415,0.007588702253997326,0.0003232438466511667,0.1735440045595169,7.907782535068691,0.031056290492415428,0.006202582269906998,20.679755210876465,21.490234375,1756,1756,36876,12292,49168,439,20.679755210876465,21.490234375
440,440,0.00029957458842040386,0.0002995726490729034,0.08520891340005965,0.06926621682941914,0.10829765234319935,0.13729043304920197,0.00013355517876334488,0.003396432613953948,0.00011654527770588174,0.13729043304920197,8.465672763995826,0.030881154350936413,0.006316627375781536,20.679755210876465,21.490234375,1760,1760,36960,12320,49280,440,20.679755210876465,21.490234375
441,441,0.0002995726490729034,0.0002995707053214683,0.14093824458264168,0.046506382524967194,0.1564403720909641,0.2688260078430176,0.00036375984200276434,0.018458306789398193,0.000839431188069284,0.2688260078430176,11.701667062938213,0.03653205744922161,0.006335878744721413,20.679755210876465,21.4921875,1764,1764,37044,12348,49392,441,20.679755210876465,21.4921875
442,442,0.0002995707053214683,0.00029956875716615763,0.11463670720834107,0.048438919708132744,0.13078301377771864,0.13801327347755432,0.00031249006860889494,0.006508186459541321,0.0001440879568690434,0.13801327347755432,10.439367341808975,0.03125979285687208,0.006258617155253887,20.679755210876465,21.4921875,1768,1768,37128,12376,49504,442,20.679755210876465,21.4921875
443,443,0.00029956875716615763,0.0002995668046070308,0.10684251811887535,0.04833943210542202,0.12295566215401602,0.1936282217502594,0.0003898631548509002,0.006445290986448526,0.000566039583645761,0.1936282217502594,13.881532179191709,0.031103570945560932,0.007094249129295349,20.679755210876465,21.4921875,1772,1772,37212,12404,49616,443,20.679755210876465,21.4921875
444,444,0.0002995668046070308,0.0002995648476441473,0.12662906833880003,0.06451617926359177,0.14813446142666395,1.0316171646118164,0.0011123275617137551,0.03432180732488632,0.0008541875868104398,1.031617283821106,7.754740267060697,0.03089248389005661,0.006238340400159359,20.679755210876465,21.4921875,1776,1776,37296,12432,49728,444,20.679755210876465,21.4921875
445,445,0.0002995648476441473,0.00029956288627756676,0.12953368569946005,0.03936253674328327,0.14265453128055447,0.21088479459285736,0.0004273407394066453,0.007988575845956802,0.0003253159811720252,0.21088479459285736,6.833823566325009,0.03111899085342884,0.0069734035059809685,20.679755210876465,21.4921875,1780,1780,37380,12460,49840,445,20.679755210876465,21.4921875
446,446,0.00029956288627756676,0.0002995609205073488,0.11337595991790295,0.08320141257718205,0.14110976411029696,0.30937716364860535,0.0009327373700216413,0.01228959672152996,0.0007048021070659161,0.30937716364860535,9.338303437456489,0.0307389535009861,0.006367429159581661,20.679755210876465,21.4921875,1784,1784,37464,12488,49952,446,20.679755210876465,21.4921875
447,447,0.0002995609205073488,0.0002995589503335535,0.11470446442919119,0.07375623751431704,0.13928987693396352,0.35711783170700073,0.0007373956614173949,0.008097886107861996,0.0006261675735004246,0.35711783170700073,9.597292242571712,0.03101999592036009,0.007017371244728565,20.679755210876465,21.4921875,1788,1788,37548,12516,50064,447,20.679755210876465,21.4921875
448,448,0.0002995589503335535,0.0002995569757562407,0.07151098278838963,0.04010903928428888,0.08488066254981927,0.12317141890525818,0.0001151408432633616,0.003084242809563875,0.00020315420988481492,0.12317141890525818,10.086559623479843,0.0309024378657341,0.0062903910875320435,20.679755210876465,21.4921875,1792,1792,37632,12544,50176,448,20.679755210876465,21.4921875
449,449,0.0002995569757562407,0.0002995549967754706,0.13586739246689136,0.07704362738877535,0.16154860159648315,0.25762784481048584,0.0004044308152515441,0.005810433067381382,0.0003566634841263294,0.2576278746128082,7.620898797176778,0.03542924206703901,0.006229248829185963,20.679755210876465,21.4921875,1796,1796,37716,12572,50288,449,20.679755210876465,21.4921875
450,450,0.0002995549967754706,0.00029955301339130357,0.09900795783670174,0.03975805430673063,0.11226064260561196,0.18056604266166687,0.00025188588188029826,0.006291353143751621,0.0003010304644703865,0.18056604266166687,8.782176956534386,0.030547029338777065,0.006469881162047386,20.679755210876465,21.4921875,1800,1800,37800,12600,50400,450,20.679755210876465,21.4921875
451,451,0.00029955301339130357,0.0002995510256037999,0.11745179240547475,0.0560350869782269,0.13613015473155038,0.17453031241893768,0.000770058308262378,0.0063727921806275845,0.00019281895947642624,0.17453031241893768,7.096001687459648,0.030611395835876465,0.006316228769719601,20.679755210876465,21.4921875,1804,1804,37884,12628,50512,451,20.679755210876465,21.4921875
452,452,0.0002995510256037999,0.00029954903341302015,0.09849174564615601,0.03445002902299166,0.1099750886538199,0.21310365200042725,0.0005773082375526428,0.013424597680568695,0.001375837717205286,0.21310365200042725,11.366508956067264,0.030839722603559494,0.006214693188667297,20.679755210876465,21.4921875,1808,1808,37968,12656,50624,452,20.679755210876465,21.4921875
453,453,0.00029954903341302015,0.00029954703681902515,0.08743687812238932,0.03942550299689174,0.10057871245468655,0.15030714869499207,0.0003269950393587351,0.004296549595892429,0.00032480680965818465,0.15030713379383087,6.758682860992849,0.030547999776899815,0.006179206073284149,20.679755210876465,21.4921875,1812,1812,38052,12684,50736,453,20.679755210876465,21.4921875
454,454,0.00029954703681902515,0.00029954503582187554,0.11702849609511239,0.06025398708879948,0.13711315845804556,0.23849111795425415,0.00038157287053763866,0.009338829666376114,0.0015114245470613241,0.23849111795425415,10.11281502339989,0.03127434104681015,0.00609158631414175,20.679755210876465,21.4921875,1816,1816,38136,12712,50848,454,20.679755210876465,21.4921875
455,455,0.00029954503582187554,0.00029954303042163243,0.09858441352844237,0.04760049702599645,0.11445124587044118,0.16898387670516968,0.00016104364476632327,0.003512414637953043,0.00045450081233866513,0.16898387670516968,8.468739660456777,0.03203582763671875,0.006338420324027538,20.679755210876465,21.4921875,1820,1820,38220,12740,50960,455,20.679755210876465,21.4921875
456,456,0.00029954303042163243,0.00029954102061835675,0.10781704789648452,0.057177751790732145,0.12687629849339524,0.15404626727104187,0.0002524976443964988,0.0033079241402447224,0.00019413320114836097,0.15404626727104187,7.8208577036857605,0.030925490893423557,0.006366630084812641,20.679755210876465,21.4921875,1824,1824,38304,12768,51072,456,20.679755210876465,21.4921875
457,457,0.00029954102061835675,0.00029953900641210986,0.12449774172689233,0.0728075597435236,0.14876692830806687,0.2570064961910248,0.000415546732256189,0.00745359668508172,0.0006173198926262558,0.2570064961910248,15.01064373459667,0.03250023350119591,0.006389189511537552,20.679755210876465,21.4921875,1828,1828,38388,12796,51184,457,20.679755210876465,21.4921875
458,458,0.00029953900641210986,0.00029953698780295303,0.14008293726614543,0.08232224360108376,0.16752368513317334,0.6199493408203125,0.001183721935376525,0.013155071996152401,0.001246507978066802,0.6199493408203125,10.731477442197502,0.035173107869923115,0.006123710423707962,20.679755210876465,21.4921875,1832,1832,38472,12824,51296,458,20.679755210876465,21.4921875
