step,global_step,lr_applied,lr_next,mean_flow_loss,mean_teaching_loss,mean_total_loss,writer_grad_norm,text_meta_grad_norm,vl_meta_grad_norm,meta_grad_norm,total_grad_norm,seconds,gradient_sync_seconds,optimizer_seconds,peak_allocated_gib,peak_reserved_gib,condition_exposures,task_exposures,supervised_queries,teaching_queries,total_queries,optimizer_updates,rank_peak_allocated_gib_max,rank_peak_reserved_gib_max
661,661,0.00029903905101205745,0.00029903614007225406,0.10803118286033471,0.07680531311780214,0.13363295389960209,0.1592206507921219,6.50381698505953e-05,0.0032904469408094883,0.000300890882499516,0.15922066569328308,7.521650826558471,0.03098397795110941,0.00614768173545599,20.6797456741333,22.787109375,2644,2644,55524,18508,74032,661,20.6797456741333,22.787109375
662,662,0.00029903614007225406,0.0002990332247448589,0.09616998339160567,0.05181645788252354,0.11344213601911352,0.09720198065042496,8.336271275766194e-05,0.003802858991548419,0.00039538086275570095,0.09720198065042496,7.492828913033009,0.030164905823767185,0.00612292718142271,20.6797456741333,22.787109375,2648,2648,55608,18536,74144,662,20.6797456741333,22.787109375
663,663,0.0002990332247448589,0.0002990303050299608,0.12722363438279854,0.06816308479756117,0.14994466264865225,0.1896716058254242,0.00024189917894545943,0.005394950974732637,0.00027048413176089525,0.1896716058254242,11.250569767318666,0.03035073261708021,0.00617664959281683,20.6797456741333,22.787109375,2652,2652,55692,18564,74256,663,20.6797456741333,22.787109375
664,664,0.0002990303050299608,0.0002990273809276488,0.08596005627796763,0.057579428888857365,0.10515319924092009,0.14204783737659454,8.14745289972052e-05,0.005783053580671549,0.00021108274813741446,0.14204783737659454,11.034899991005659,0.03425923828035593,0.00624440610408783,20.6797456741333,22.787109375,2656,2656,55776,18592,74368,664,20.6797456741333,22.787109375
665,665,0.0002990273809276488,0.0002990244524380118,0.11927093139716557,0.055548792239278555,0.13778719547692508,0.17238394916057587,5.351141589926556e-05,0.002951066941022873,0.00022500869818031788,0.17238394916057587,6.9988798731938004,0.030481215566396713,0.0060315970331430435,20.6797456741333,22.787109375,2660,2660,55860,18620,74480,665,20.6797456741333,22.787109375
666,666,0.0002990244524380118,0.0002990215195611392,0.10515200816804454,0.054573403438553214,0.12334314264756228,0.14864224195480347,4.986343628843315e-05,0.003480274695903063,0.00012955849524587393,0.14864224195480347,10.585526822134852,0.0306130051612854,0.0062239402905106544,20.6797456741333,22.787109375,2664,2664,55944,18648,74592,666,20.6797456741333,22.787109375
667,667,0.0002990215195611392,0.0002990185822971202,0.11845158829930283,0.05534193851053715,0.13689890113614855,0.17554326355457306,0.00017011970339808613,0.005699910689145327,0.00023482767574023455,0.17554324865341187,11.665330759249628,0.03027382865548134,0.0062065450474619865,20.6797456741333,22.787109375,2668,2668,56028,18676,74704,667,20.6797456741333,22.787109375
668,668,0.0002990185822971202,0.0002990156406460443,0.13084117735603026,0.0685813189484179,0.1537016170055029,0.29627299308776855,0.0002276031009387225,0.005404597148299217,0.000547771283891052,0.29627299308776855,7.111070103943348,0.03080667555332184,0.00615189503878355,20.6797456741333,22.787109375,2672,2672,56112,18704,74816,668,20.6797456741333,22.787109375
669,669,0.0002990156406460443,0.00029901269460800114,0.11589332004742964,0.06819252297282219,0.13862416103837036,0.1794208288192749,9.815473458729684e-05,0.003411349607631564,0.00017614966782275587,0.1794208288192749,8.537672759965062,0.030252577736973763,0.006721943616867065,20.6797456741333,22.787109375,2676,2676,56196,18732,74928,669,20.6797456741333,22.787109375
670,670,0.00029901269460800114,0.0002990097441830805,0.0958528584312825,0.044100938364863396,0.1105531712195703,0.11254830658435822,7.035375165287405e-05,0.0027992676477879286,0.00018332109902985394,0.11254830658435822,8.692769963294268,0.0307004451751709,0.006213170476257801,20.6797456741333,22.787109375,2680,2680,56280,18760,75040,670,20.6797456741333,22.787109375
671,671,0.0002990097441830805,0.0002990067893713721,0.10385109422107537,0.04707046505063772,0.11954124923795462,0.10963371396064758,0.00011525500303832814,0.004098836798220873,0.00017742696218192577,0.10963371396064758,14.078160042874515,0.03023150283843279,0.006113473325967789,20.6797456741333,22.787109375,2684,2684,56364,18788,75152,671,20.6797456741333,22.787109375
672,672,0.0002990067893713721,0.0002990038301729661,0.10403356621307985,0.04029802279546857,0.11746624047823605,0.16564011573791504,7.094593456713483e-05,0.004093576222658157,0.0005936062661930919,0.16564011573791504,6.98066274728626,0.030155576765537262,0.006134689785540104,20.6797456741333,22.787109375,2688,2688,56448,18816,75264,672,20.6797456741333,22.787109375
673,673,0.0002990038301729661,0.0002990008665879526,0.07650683864596344,0.03721020370721817,0.08891023988170282,0.06395232677459717,5.193646575207822e-05,0.0037399777211248875,0.0002116249961545691,0.06395232677459717,11.270990426652133,0.03133151400834322,0.006499746814370155,20.6797456741333,22.787109375,2692,2692,56532,18844,75376,673,20.6797456741333,22.787109375
674,674,0.0002990008665879526,0.00029899789861642184,0.09447094425559044,0.04855334386229515,0.11065539220968881,0.17041318118572235,7.022580393822864e-05,0.00420827092602849,0.00016087987751234323,0.17041316628456116,7.83859889768064,0.030370610766112804,0.006173718720674515,20.6797456741333,22.787109375,2696,2696,56616,18872,75488,674,20.6797456741333,22.787109375
675,675,0.00029899789861642184,0.0002989949262584643,0.11637124295035997,0.06819580681622028,0.13910317855576673,0.11827519536018372,5.430182864074595e-05,0.0029871761798858643,0.00021181293413974345,0.11827519536018372,10.21039414126426,0.03094184584915638,0.006573216058313847,20.6797456741333,22.787109375,2700,2700,56700,18900,75600,675,20.6797456741333,22.787109375
676,676,0.0002989949262584643,0.00029899194951417044,0.11434050698188089,0.05689060129225254,0.13330404074596508,0.13192613422870636,3.3609136153245345e-05,0.0015796518418937922,6.0187929193489254e-05,0.13192613422870636,7.790304071269929,0.031847297213971615,0.006234206259250641,20.6797456741333,22.787109375,2704,2704,56784,18928,75712,676,20.6797456741333,22.787109375
677,677,0.00029899194951417044,0.000298988968383631,0.11822381189891269,0.05841351579874754,0.13769498383182854,0.1301240622997284,4.595629434334114e-05,0.007283321116119623,0.0004072701558470726,0.1301240622997284,7.707148354500532,0.03298859857022762,0.0065930429846048355,20.6797456741333,22.787109375,2708,2708,56868,18956,75824,677,20.6797456741333,22.787109375
678,678,0.000298988968383631,0.00029898598286693675,0.10129093023992719,0.05688787251710892,0.12025355441229685,0.17247064411640167,0.00014755204028915614,0.005955902859568596,0.0002555571554694325,0.17247064411640167,15.116300150752068,0.03071487881243229,0.006410650908946991,20.6797456741333,22.787109375,2712,2712,56952,18984,75936,678,20.6797456741333,22.787109375
679,679,0.00029898598286693675,0.0002989829929641787,0.11337892516028313,0.030763426795601845,0.12363340075881707,0.1515311300754547,8.934983634389937e-05,0.0024812398478388786,0.00017169068451039493,0.1515311449766159,7.169847454875708,0.036367530934512615,0.006156694144010544,20.6797456741333,22.787109375,2716,2716,57036,19012,76048,679,20.6797456741333,22.787109375
680,680,0.0002989829929641787,0.00029897999867544784,0.10375609896367503,0.04663178697228432,0.11930002795443648,0.14314500987529755,0.00028257156373001635,0.006148602347820997,0.0007204444846138358,0.14314500987529755,10.22035585064441,0.03071656823158264,0.00636180117726326,20.6797456741333,22.787109375,2720,2720,57120,19040,76160,680,20.6797456741333,22.787109375
681,681,0.00029897999867544784,0.0002989770000008354,0.10081785886238018,0.049354407005012035,0.11726932786405085,0.11237583309412003,8.021713438211009e-05,0.0032532375771552324,0.00014896168431732804,0.11237583309412003,10.713285760954022,0.032572926953434944,0.006290394812822342,20.6797456741333,22.787109375,2724,2724,57204,19068,76272,681,20.6797456741333,22.787109375
682,682,0.0002989770000008354,0.00029897399694043283,0.09261930569828976,0.05027967458590865,0.10937919722692598,0.15909673273563385,0.0001933533203555271,0.007235401310026646,0.000637646357063204,0.15909673273563385,7.435958430171013,0.030761096626520157,0.006697019562125206,20.6797456741333,22.787109375,2728,2728,57288,19096,76384,682,20.6797456741333,22.787109375
683,683,0.00029897399694043283,0.00029897098949433143,0.08189394081100111,0.03889131732285023,0.09485771325195119,0.13330282270908356,0.00015543699555564672,0.0035347051452845335,0.0002565307659097016,0.13330282270908356,9.89912589918822,0.03140473552048206,0.006388005800545216,20.6797456741333,22.787109375,2732,2732,57372,19124,76496,683,20.6797456741333,22.787109375
684,684,0.00029897098949433143,0.000298967977662623,0.11315962947195483,0.05798164289444685,0.13248684377010378,0.13566438853740692,0.00020350095292087644,0.005433920305222273,0.000573192723095417,0.13566438853740692,7.241333968006074,0.03593844082206488,0.006208459846675396,20.6797456741333,22.787109375,2736,2736,57456,19152,76608,684,20.6797456741333,22.787109375
685,685,0.000298967977662623,0.0002989649614453991,0.099587201717354,0.05945566110312939,0.11940575541839712,0.20809681713581085,0.00013519199274014682,0.009175070561468601,0.0004208936297800392,0.20809681713581085,17.398373810574412,0.03253526613116264,0.006184338591992855,20.6797456741333,22.787109375,2740,2740,57540,19180,76720,685,20.6797456741333,22.787109375
686,686,0.0002989649614453991,0.00029896194084275173,0.10511030496231147,0.039429191034287214,0.1182533686404072,0.16713516414165497,0.0003309758612886071,0.005139955785125494,0.00034517442691139877,0.16713516414165497,11.12770090997219,0.030971918255090714,0.006105518899857998,20.6797456741333,22.787109375,2744,2744,57624,19208,76832,686,20.6797456741333,22.787109375
687,687,0.00029896194084275173,0.00029895891585477287,0.08552221448293754,0.061410452239215374,0.10599236522934266,0.11312739551067352,5.7460914831608534e-05,0.0027195685543119907,0.00012663155212067068,0.11312739551067352,7.798209826461971,0.03543480671942234,0.006144961342215538,20.6797456741333,22.787109375,2748,2748,57708,19236,76944,687,20.6797456741333,22.787109375
688,688,0.00029895891585477287,0.0002989558864815547,0.0983212199062109,0.061228546779602766,0.11873073549941182,0.17661228775978088,9.109718666877598e-05,0.004390348680317402,0.00023421489458996803,0.17661228775978088,8.219658065587282,0.03042962308973074,0.006227286532521248,20.6797456741333,22.787109375,2752,2752,57792,19264,77056,688,20.6797456741333,22.787109375
689,689,0.0002989558864815547,0.0002989528527231895,0.12931011812317939,0.06982497777789831,0.15258511071581216,0.13489557802677155,7.170816388679668e-05,0.005003627855330706,0.00018879343406297266,0.13489557802677155,11.394444202072918,0.03127700183540583,0.00621050875633955,20.6797456741333,22.787109375,2756,2756,57876,19292,77168,689,20.6797456741333,22.787109375
690,690,0.0002989528527231895,0.0002989498145797696,0.07792323579390843,0.02578155603259802,0.08651708780477443,0.07298843562602997,0.00010067258699564263,0.0036044458393007517,0.0002001541288336739,0.07298844307661057,8.237934199161828,0.030246054753661156,0.006243088282644749,20.6797456741333,22.787109375,2760,2760,57960,19320,77280,690,20.6797456741333,22.787109375
691,691,0.0002989498145797696,0.0002989467720513876,0.122983898169228,0.12292763404548168,0.16395977618438856,0.24723906815052032,7.141694368328899e-05,0.004719359800219536,0.0001841054472606629,0.24723906815052032,7.6203267853707075,0.03051676694303751,0.006873110309243202,20.6797456741333,22.787109375,2764,2764,58044,19348,77392,691,20.6797456741333,22.787109375
692,692,0.0002989467720513876,0.0002989437251381362,0.09074424668436959,0.02870589355006814,0.10031287786772564,0.07953962683677673,2.3206717742141336e-05,0.0013303292216733098,9.217171464115381e-05,0.07953962683677673,8.047942937351763,0.03052137140184641,0.006146887317299843,20.6797456741333,22.787109375,2768,2768,58128,19376,77504,692,20.6797456741333,22.787109375
693,693,0.0002989437251381362,0.00029894067384010815,0.1061380955257586,0.06154519785195589,0.12665316147641056,0.1863500326871872,0.00011228191578993574,0.00928969494998455,0.0004925216780975461,0.1863500326871872,7.3948979312554,0.031128568574786186,0.006125656887888908,20.6797456741333,22.787109375,2772,2772,58212,19404,77616,693,20.6797456741333,22.787109375
694,694,0.00029894067384010815,0.0002989376181573965,0.12683571360650517,0.05808296054601669,0.1461967004551774,0.16299031674861908,0.00019383437756914645,0.012727237306535244,0.0007144298288039863,0.16299031674861908,6.9366849372163415,0.031029202975332737,0.0063262321054935455,20.6797456741333,22.787109375,2776,2776,58296,19432,77728,694,20.6797456741333,22.787109375
695,695,0.0002989376181573965,0.00029893455809009426,0.09692771963420369,0.04424318578094244,0.11167544822785117,0.1641993373632431,0.00022342924785334617,0.00388986524194479,0.0002690092078410089,0.1641993373632431,8.611613033339381,0.03583087958395481,0.006167790852487087,20.6797456741333,22.787109375,2780,2780,58380,19460,77840,695,20.6797456741333,22.787109375
696,696,0.00029893455809009426,0.0002989314936382947,0.09217391455812113,0.059695168398320675,0.11207230402422802,0.17350217700004578,0.00013486486568581313,0.0056882379576563835,0.0005021505639888346,0.17350217700004578,14.074529895558953,0.03287659026682377,0.006199232302606106,20.6797456741333,22.787109375,2784,2784,58464,19488,77952,696,20.6797456741333,22.787109375
697,697,0.0002989314936382947,0.0002989284248020911,0.0977299330489976,0.056263372767716646,0.11648439063823648,0.16614292562007904,6.276966450968757e-05,0.004810158163309097,0.000536312407348305,0.16614292562007904,7.758005947805941,0.03434080630540848,0.006247377023100853,20.6797456741333,22.787109375,2788,2788,58548,19516,78064,697,20.6797456741333,22.787109375
698,698,0.0002989284248020911,0.0002989253515815769,0.10857055593459379,0.03542378544807434,0.12037848441728524,0.11642932146787643,6.733281043125317e-05,0.002553087892010808,0.00014244929479900748,0.11642932146787643,7.408457119017839,0.0318367937579751,0.006113896146416664,20.6797456741333,22.787109375,2792,2792,58632,19544,78176,698,20.6797456741333,22.787109375
699,699,0.0002989253515815769,0.0002989222739768459,0.10184899034599464,0.08340383786708117,0.1296502696350217,0.12961141765117645,4.900044950773008e-05,0.0029712971299886703,0.00017246288189198822,0.12961141765117645,9.851800767704844,0.03017744142562151,0.006209381856024265,20.6797456741333,22.787109375,2796,2796,58716,19572,78288,699,20.6797456741333,22.787109375
700,700,0.0002989222739768459,0.00029891919198799167,0.11788143936012471,0.06443550577387214,0.13935994128474877,0.30189552903175354,0.00016467484238091856,0.009282314218580723,0.0004590569587890059,0.30189552903175354,7.0024409070611,0.03232559282332659,0.006064126268029213,20.6797456741333,22.787109375,2800,2800,58800,19600,78400,700,20.6797456741333,22.787109375
701,701,0.00029891919198799167,0.00029891610561510817,0.098670141150554,0.06393114756792784,0.11998052367319662,0.09515614062547684,4.578056177706458e-05,0.003016058821231127,0.00017081090481951833,0.09515614062547684,10.406935994513333,0.030580410733819008,0.0061313314363360405,20.6797456741333,22.787109375,2804,2804,58884,19628,78512,701,20.6797456741333,22.787109375
702,702,0.00029891610561510817,0.00029891301485828945,0.11503730004742033,0.03630370646715164,0.12713853553647086,0.34320464730262756,0.0002481034316588193,0.012795672751963139,0.0008440924575552344,0.34320464730262756,11.448172197677195,0.03522713482379913,0.006438134238123894,20.6797456741333,22.787109375,2808,2808,58968,19656,78624,702,20.6797456741333,22.787109375
703,703,0.00029891301485828945,0.00029890991971762956,0.10667647115354026,0.05300577054731548,0.12434506133597875,0.12290223687887192,3.516610377118923e-05,0.0012200794881209731,0.00013719832350034267,0.12290222942829132,9.768594023771584,0.031475551426410675,0.006255364045500755,20.6797456741333,22.787109375,2812,2812,59052,19684,78736,703,20.6797456741333,22.787109375
704,704,0.00029890991971762956,0.00029890682019322284,0.11388890835500898,0.057996781542897224,0.13322116886930807,0.10975843667984009,0.00012768858869094402,0.004575996194034815,0.00018118711886927485,0.10975843667984009,10.711247109808028,0.03089412208646536,0.006102536804974079,20.6797456741333,22.787109375,2816,2816,59136,19712,78848,704,20.6797456741333,22.787109375
705,705,0.00029890682019322284,0.0002989037162851637,0.09811092088265078,0.03876729914918542,0.11103335393237926,0.2146635353565216,0.00013908531400375068,0.0019936473108828068,0.00013805771595798433,0.2146635353565216,13.966609918512404,0.030334227718412876,0.007479481399059296,20.6797456741333,22.787109375,2820,2820,59220,19740,78960,705,20.6797456741333,22.787109375
706,706,0.0002989037162851637,0.00029890060799354673,0.10693618504419213,0.08328269980847836,0.13469708498035157,0.20149098336696625,7.704004383413121e-05,0.004127021878957748,0.0004276125691831112,0.20149098336696625,11.324832792393863,0.03329523280262947,0.006425625644624233,20.6797456741333,22.787109375,2824,2824,59304,19768,79072,706,20.6797456741333,22.787109375
707,707,0.00029890060799354673,0.0002988974953184666,0.08997612960991405,0.043869077460840344,0.10459915543019417,0.09718065708875656,4.2533087253104895e-05,0.0027201513294130564,0.00010801239113789052,0.09718065708875656,11.273392809554935,0.03138306923210621,0.006326550617814064,20.6797456741333,22.787109375,2828,2828,59388,19796,79184,707,20.6797456741333,22.787109375
708,708,0.0002988974953184666,0.00029889437826001805,0.09793363400690612,0.03555680578574538,0.10978590260215458,0.1399485021829605,4.407713277032599e-05,0.002495299559086561,0.00011169895151397213,0.1399485021829605,6.52270083501935,0.035674150101840496,0.006225442513823509,20.6797456741333,22.787109375,2832,2832,59472,19824,79296,708,20.6797456741333,22.787109375
709,709,0.00029889437826001805,0.0002988912568182961,0.13234811285067172,0.11423210427165031,0.1704254809412218,0.2984323501586914,0.00040518431342206895,0.01990225911140442,0.0016708190087229013,0.2984323501586914,6.9932653326541185,0.03076198324561119,0.006211712025105953,20.6797456741333,22.787109375,2836,2836,59556,19852,79408,709,20.6797456741333,22.787109375
710,710,0.0002988912568182961,0.00029888813099339585,0.08945828609700714,0.03880245331674814,0.10239243720258984,0.11850345879793167,6.536206637974828e-05,0.00299733760766685,0.00010078484774567187,0.11850345879793167,8.6807472538203,0.0323537839576602,0.0065389033406972885,20.6797456741333,22.787109375,2840,2840,59640,19880,79520,710,20.6797456741333,22.787109375
711,711,0.00029888813099339585,0.00029888500078541246,0.10898667946457863,0.04984613787382841,0.12560205875585476,0.19048382341861725,0.00011239807645324618,0.0047883642837405205,0.00030755027546547353,0.19048382341861725,8.45778405573219,0.03358460869640112,0.006382382474839687,20.6797456741333,22.787109375,2844,2844,59724,19908,79632,711,20.6797456741333,22.787109375
712,712,0.00029888500078541246,0.00029888186619444134,0.0939709742420486,0.04980262974277139,0.1105718508229724,0.1533113718032837,5.641760435537435e-05,0.004568806849420071,0.00048156327102333307,0.1533113718032837,6.75975897628814,0.030680022202432156,0.00622868537902832,20.6797456741333,22.787109375,2848,2848,59808,19936,79744,712,20.6797456741333,22.787109375
713,713,0.00029888186619444134,0.00029887872722057795,0.10606325896722929,0.06695088744163513,0.12838022144777433,0.156727597117424,0.00012155422155046836,0.006968345493078232,0.0007039867341518402,0.156727597117424,15.238025572150946,0.03095736913383007,0.00630947295576334,20.6797456741333,22.787109375,2852,2852,59892,19964,79856,713,20.6797456741333,22.787109375
714,714,0.00029887872722057795,0.00029887558386391787,0.11611750677582763,0.06504017859697342,0.1377975663081521,0.1464530974626541,4.0237871871795505e-05,0.004389198496937752,0.0004825614742003381,0.1464530974626541,10.877536367624998,0.03036835417151451,0.006166405044496059,20.6797456741333,22.787109375,2856,2856,59976,19992,79968,714,20.6797456741333,22.787109375
715,715,0.00029887558386391787,0.0002988724361245569,0.09366590760293461,0.0727014085277915,0.11789971044553177,0.11413819342851639,5.323492587194778e-05,0.0029360696207731962,0.00013575900811702013,0.11413819342851639,7.713336176238954,0.03388416115194559,0.006164064630866051,20.6797456741333,22.787109375,2860,2860,60060,20020,80080,715,20.6797456741333,22.787109375
716,716,0.0002988724361245569,0.0002988692840025909,0.08402953820214384,0.03347176220268011,0.09518679226970388,0.10274616628885269,8.433421317022294e-05,0.0038919553626328707,0.00022715539671480656,0.10274616628885269,9.582889979705215,0.031241235323250294,0.006599149666726589,20.6797456741333,22.787109375,2864,2864,60144,20048,80192,716,20.6797456741333,22.787109375
717,717,0.0002988692840025909,0.0002988661274981159,0.10749195458456164,0.02909302501939237,0.11718962959102577,0.07976914942264557,7.335323607549071e-05,0.0034291837364435196,0.00020031824533361942,0.07976914942264557,8.084632653743029,0.03316759131848812,0.006250565871596336,20.6797456741333,22.787109375,2868,2868,60228,20076,80304,717,20.6797456741333,22.787109375
718,718,0.0002988661274981159,0.0002988629666112281,0.08881225964675346,0.04683916224166751,0.10442531372730929,0.07291711866855621,2.7876460080733523e-05,0.0014128935290500522,8.558241825085133e-05,0.07291711866855621,8.913279897533357,0.030798349529504776,0.006093663163483143,20.6797456741333,22.787109375,2872,2872,60312,20104,80416,718,20.6797456741333,22.787109375
719,719,0.0002988629666112281,0.0002988598013420238,0.10513720998451823,0.07204018160700798,0.1291506038535209,0.155032217502594,4.29895990237128e-05,0.003870934247970581,0.00015269663708750159,0.1550322324037552,7.341616935096681,0.031239922158420086,0.006074603646993637,20.6797456741333,22.787109375,2876,2876,60396,20132,80528,719,20.6797456741333,22.787109375
720,720,0.0002988598013420238,0.00029885663169059926,0.13338884631437914,0.08918417617678642,0.1631169050399746,0.30319148302078247,7.420619658660144e-05,0.006573178805410862,0.0007647673483006656,0.30319148302078247,7.073122736997902,0.03066598530858755,0.00627728458493948,20.6797456741333,22.787109375,2880,2880,60480,20160,80640,720,20.6797456741333,22.787109375
721,721,0.00029885663169059926,0.00029885345765705117,0.08767063033190511,0.03475590096786618,0.09925593065452717,0.08970364928245544,2.0485027562244795e-05,0.0030658035539090633,0.000282467866782099,0.08970364928245544,6.7335093496367335,0.030306191183626652,0.006337178871035576,20.6797456741333,22.787109375,2884,2884,60564,20188,80752,721,20.6797456741333,22.787109375
722,722,0.00029885345765705117,0.00029885027924147616,0.09152309503406286,0.04655127692967653,0.10704018734395504,0.15948885679244995,2.6915629860013723e-05,0.0021731059532612562,0.00016769043577369303,0.15948885679244995,8.232021507807076,0.032918103970587254,0.006243348121643066,20.6797456741333,22.787109375,2888,2888,60648,20216,80864,722,20.6797456741333,22.787109375
723,723,0.00029885027924147616,0.00029884709644397106,0.07547022114020017,0.02772934944368899,0.08471333762142984,0.0870317742228508,3.8046357076382264e-05,0.0017123967409133911,0.00011998390982626006,0.0870317742228508,9.265007577836514,0.031295872293412685,0.006234322674572468,20.6797456741333,22.787109375,2892,2892,60732,20244,80976,723,20.6797456741333,22.787109375
724,724,0.00029884709644397106,0.0002988439092646329,0.118570605913798,0.06934669055044651,0.14168616943061352,0.2251189947128296,9.953601693268865e-05,0.007037847302854061,0.0007297786069102585,0.2251189947128296,15.205187970772386,0.035714974626898766,0.006603009067475796,20.6797456741333,22.787109375,2896,2896,60816,20272,81088,724,20.6797456741333,22.787109375
725,725,0.0002988439092646329,0.00029884071770355867,0.11469811848586513,0.05988922202959657,0.13466119249573066,0.18517376482486725,3.2183084840653464e-05,0.004136653617024422,0.0003245434782002121,0.18517377972602844,8.248273854143918,0.03324499353766441,0.006180235184729099,20.6797456741333,22.787109375,2900,2900,60900,20300,81200,725,20.6797456741333,22.787109375
726,726,0.00029884071770355867,0.00029883752176084556,0.1330684395063491,0.11558288615196943,0.17159606822367224,0.20992568135261536,6.286244752118364e-05,0.004448558669537306,0.00025469998945482075,0.20992568135261536,10.490226344205439,0.030639774166047573,0.0064519066363573074,20.6797456741333,22.787109375,2904,2904,60984,20328,81312,726,20.6797456741333,22.787109375
727,727,0.00029883752176084556,0.0002988343214365911,0.11622247685279165,0.0498059531673789,0.13282446124191796,0.13935908675193787,4.0621987864142284e-05,0.00556804658845067,0.0001468769769417122,0.13935908675193787,9.970400004647672,0.030599823221564293,0.006310381926596165,20.6797456741333,22.787109375,2908,2908,61068,20356,81424,727,20.6797456741333,22.787109375
728,728,0.0002988343214365911,0.0002988311167308926,0.12033564739284061,0.04390183696523309,0.1349695930479183,0.10387543588876724,2.1237543478491716e-05,0.002429267158731818,0.00015898367564659566,0.10387543588876724,9.929413231089711,0.033895417116582394,0.006163552403450012,20.6797456741333,22.787109375,2912,2912,61152,20384,81536,728,20.6797456741333,22.787109375
729,729,0.0002988311167308926,0.0002988279076438477,0.10091397742785158,0.08006907487288117,0.12760366905214532,0.22404322028160095,0.00015744818665552884,0.006245174910873175,0.0006993873394094408,0.22404322028160095,8.49777945317328,0.03351808898150921,0.006565263494849205,20.6797456741333,22.787109375,2916,2916,61236,20412,81648,729,20.6797456741333,22.787109375
730,730,0.0002988279076438477,0.0002988246941755543,0.09881238040647336,0.06333576515316963,0.11992430212419657,0.09881119430065155,1.59044902829919e-05,0.0020649922080338,0.00016653099737595767,0.09881119430065155,7.505488188937306,0.03155997022986412,0.006191401742398739,20.6797456741333,22.787109375,2920,2920,61320,20440,81760,730,20.6797456741333,22.787109375
731,731,0.0002988246941755543,0.0002988214763261101,0.1297757350617931,0.13657480757683516,0.17530067092073814,0.15000180900096893,7.521140651078895e-05,0.0059393723495304585,0.0002403811813564971,0.15000180900096893,13.95712842978537,0.03442601393908262,0.006811243481934071,20.6797456741333,22.787109375,2924,2924,61404,20468,81872,731,20.6797456741333,22.787109375
732,732,0.0002988214763261101,0.00029881825409561327,0.11435828752638327,0.04975989228114486,0.1309449182867649,0.10325692594051361,1.740397055982612e-05,0.0017229181248694658,0.00011608174099819735,0.10325692594051361,10.111827370710671,0.03266718704253435,0.006216874346137047,20.6797456741333,22.787109375,2928,2928,61488,20496,81984,732,20.6797456741333,22.787109375
733,733,0.00029881825409561327,0.00029881502748416183,0.09802160234678359,0.04777211509644985,0.11394564071226687,0.08408849686384201,3.53368122887332e-05,0.0032903815153986216,0.00023688454530201852,0.08408849686384201,6.72791014239192,0.03095742780715227,0.006139770150184631,20.6797456741333,22.787109375,2932,2932,61572,20524,82096,733,20.6797456741333,22.787109375
734,734,0.00029881502748416183,0.0002988117964918542,0.09264469421690419,0.06605048291385174,0.11466152185485476,0.10889933258295059,2.058479185507167e-05,0.0020082814153283834,0.00018359792011324316,0.10889932513237,9.466137657873333,0.03523439820855856,0.006237202323973179,20.6797456741333,22.787109375,2936,2936,61656,20552,82208,734,20.6797456741333,22.787109375
735,735,0.0002988117964918542,0.00029880856111878877,0.09822781685562361,0.04103090334683657,0.11190478463790246,0.23758909106254578,4.496616020333022e-05,0.003976317122578621,0.00016916294407565147,0.23758909106254578,11.67837504670024,0.035756535828113556,0.006237950176000595,20.6797456741333,22.787109375,2940,2940,61740,20580,82320,735,20.6797456741333,22.787109375
736,736,0.00029880856111878877,0.000298805321365064,0.09252025169276054,0.054594854824244976,0.11071853663417554,0.10547295212745667,4.805392018170096e-05,0.0033843882847577333,0.00031792663503438234,0.10547294467687607,9.090317162685096,0.030997433699667454,0.006304345093667507,20.6797456741333,22.787109375,2944,2944,61824,20608,82432,736,20.6797456741333,22.787109375
737,737,0.000298805321365064,0.00029880207723077866,0.11137541117412703,0.06307828798890114,0.13240150717042742,0.18637916445732117,6.310777826001868e-05,0.004207754507660866,0.00012680755753535777,0.18637917935848236,11.881112118251622,0.03056436777114868,0.006181085482239723,20.6797456741333,22.787109375,2948,2948,61908,20636,82544,737,20.6797456741333,22.787109375
738,738,0.00029880207723077866,0.00029879882871603164,0.09404263813935575,0.06505278730764985,0.11572690057523903,0.30969783663749695,0.00011384898971300572,0.007172942627221346,0.0008919805404730141,0.30969783663749695,7.769754221662879,0.033096750266849995,0.006086453795433044,20.6797456741333,22.787109375,2952,2952,61992,20664,82656,738,20.6797456741333,22.787109375
739,739,0.00029879882871603164,0.00029879557582092173,0.1024705729491654,0.055675872368738055,0.12102919707207807,0.15356314182281494,5.020430398872122e-05,0.004641275387257338,0.00046140598715282977,0.15356314182281494,14.73795192502439,0.030978502705693245,0.006289590150117874,20.6797456741333,22.787109375,2956,2956,62076,20692,82768,739,20.6797456741333,22.787109375
740,740,0.00029879557582092173,0.00029879231854554805,0.11176453885577972,0.03417930752038956,0.12315764136257625,0.18708913028240204,6.307441071840003e-05,0.003420543624088168,0.0002388410794083029,0.18708913028240204,8.3100226232782,0.03130918648093939,0.00648206751793623,20.6797456741333,22.787109375,2960,2960,62160,20720,82880,740,20.6797456741333,22.787109375
741,741,0.00029879231854554805,0.00029878905689000994,0.10205994510934466,0.059997829142957926,0.12205922149033063,0.19785335659980774,4.1041363147087395e-05,0.002540526445955038,0.0002352894371142611,0.19785337150096893,7.92342188116163,0.030398939736187458,0.0063071055337786674,20.6797456741333,22.787109375,2964,2964,62244,20748,82992,741,20.6797456741333,22.787109375
